created_at,favorites,location,retweets,source,text,user
28-05-2017,0,,0,Twitter for Android,When you will shop on flipkart not for helmet but stylish parachute #flipkart #future https://t.co/lJKJxexpOm,AayurvedIndia
28-05-2017,0,,0,fliptrak-node,#deals #Nike AIR RELENTLESS 6 MSL Running Shoes is selling cheaper at INR 4189 today https://t.co/FqRAQ3qlEJ #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Pronto Vectra Check-in Luggage - 21 inch is selling cheaper at INR 2587 today https://t.co/u5zJZ8Pjq5 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok Men Canvas Shoes is selling cheaper at INR 1149 today https://t.co/NIzgBFLTr1 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Sunbaby Stroller - Big Orange Giraffe is selling cheaper at INR 3492 today https://t.co/8Ccn2WFuJF #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Textbook of Microbiology 4th  Edition is selling cheaper at INR 775 today https://t.co/l1vP6H2J8o #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals United Colors of Benetton Men Boat shoes is selling cheaper at INR 1719 today https://t.co/WLsiol5Wg5 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Lakme Absolute Mattreal Skin Natural Mousse (Ivory) Foundation is selling cheaper at INR 563 today https://t.co/JCW9ZP6DfX #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Milton Thermosteel 1000 ml Flask is selling cheaper at INR 840 today https://t.co/FLSNfYBmnx #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Sirius Toys FX078 4CH 2.4G Single Blade RC Helicopter (Green) is selling cheaper at INR 2449 today https://t.co/SpIUISj1A2 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Burberry Brit Rhythm EDT  -  90 ml is selling cheaper at INR 2305 today https://t.co/vzZ7k9SBY6 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Nike REVOLUTION Running Shoes is selling cheaper at INR 2579 today https://t.co/DjGtCgwVV7 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Lord of the Rings is selling cheaper by 18% at INR 700 today https://t.co/pJOxeplNGM #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Eco Crystal Aqua Merit Solid Filter Cartridge is selling cheaper at INR 1045 today https://t.co/xl9nGIyPfg #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Onida 6.5 kg Fully Automatic Top Load Washing Machine is selling cheaper at INR 12699 today https://t.co/ikC9nglPMs #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Pureit Advanced RO + UV 5 L RO + UV Water Purifier is selling cheaper by 4% at INR 9099 today https://t.co/a3dkg0RKkj #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Livpure Pep Pro++ 7 L RO + UV +UF Water Purifier is selling cheaper by 3% at INR 10699 today https://t.co/s1CZCqZqfe #flipkart,pricetrak
28-05-2017,0,"Rajkot, Gujarat - India",0,Twitter Lite,"@rajkumar627 @flipkartsupport They don't have products, just put the sale price, n when someone buy, take money and… https://t.co/gLLMs9B42R",vivekbagdai
28-05-2017,1,,0,fliptrak-node,#deals Optimistic Home Furnishing Cotton Checkered Double Bedsheet is selling cheaper at INR 399 today https://t.co/bymN55aOqn #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men Running Shoes is selling cheaper at INR 4799 today https://t.co/3yLLnPbLKP #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals #Pigeon Ultra Glass, Stainless Steel Manual Gas Stove is selling cheaper at INR 2999 today https://t.co/NU5n7bSUT1 #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Philips Avent Natural - 125 ml is selling cheaper at INR 699 today https://t.co/lKoAA1M5G7 #flipkart,pricetrak
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"HTC Desire 820G+ (Santorini White, 16 GB) (1 GB RAM) in 6990/- #Flipkart 
https://t.co/ZqdotYJvHI",DKaD_
28-05-2017,0,"Kolkata, West Bengal",0,Twitter Web Client,"Motorola Earbuds 2 Wired Headset With Mic (Blue) 56% Off ₹349
https://t.co/252KxVcowc
#flipkart #Motorola #Earbuds #Headset #Deals #Summer",shahidchess
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"#Hot - Micromax Canvas Spark 3 (Black, 8 GB) (1 GB RAM) in 3999/- (mrp 5999) #Flipkart 
https://t.co/CkOYMTMwRR",DKaD_
28-05-2017,0,,0,fliptrak-node,#deals #Puma Pluto Running Shoes is selling cheaper by 4% at INR 1719 today https://t.co/4swvwy74tA #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok ATV19 TURBO Running Shoes is selling cheaper at INR 2499 today https://t.co/EQZZKGyYrm #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Timex T49859 Intelligent Quartz Analog Watch  - For Men is selling cheaper at INR 7851 today https://t.co/8tSP6zSHSk #flipkart,pricetrak
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"#Loot -Philips IN-BT112/94 Portable Bluetooth Mobile/Tablet Speaker in 1489/- +200/-Cashback -Cheap Ever #Flipkart 
https://t.co/oXAibIPOXX",DKaD_
28-05-2017,0,,0,fliptrak-node,#deals Whirlpool 1.2 Tons 5 Star Split AC Snow White is selling cheaper by 4% at INR 26499 today https://t.co/y5brGanKjh #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok ATHLETIC RUN 2.0 Running Shoes is selling cheaper at INR 1249 today https://t.co/hariWGZrfb #flipkart,pricetrak
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Hot Deal - (Pack of 2) Eveready 4 Ft 18 W Straight Linear LED Tube Light in 599/- #Flipkart + 150/- PhonePe Cashback
https://t.co/tRWmvV4PSm",DKaD_
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Flat 16000/- off on Moto Turbo -64GB at #Flipkart + 10% Cashback for CitiBank Customers 
https://t.co/6iMpLB0F5E",DKaD_
28-05-2017,0,,0,fliptrak-node,#deals #Transcend DDR2 1 GB PC DRAM (JM667QLU-1G) is selling cheaper at INR 595 today https://t.co/wkMTsMhNR9 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals SAMSUNG Galaxy Note 5 Dual (Gold Platinum, 32 GB) is selling cheaper by 2% at INR 36070 today https://t.co/pzFPFwhcCw #flipkart",pricetrak
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Minimum 50% Off On Skybags, F-Gear, American Tourister, Backpacks +25% PhonePe Cashback #Flipkart 
https://t.co/ofqy51rVpW",DKaD_
28-05-2017,0,"Kolkata, West Bengal",0,Twitter Web Client,"Braun Silk-epil Series 5 5541 Epilator for Women  (White, Purple) 77% Off ₹1679
https://t.co/xtnnw17sBQ
#flipkart #Braun #Epilator #Deals",shahidchess
28-05-2017,0,,0,fliptrak-node,#deals Gear Pro 2 Sports Duffel 17 inch/43 cm (Black - Orange) is selling cheaper by 10% at INR 360 today https://t.co/P3xiOLBcCO #flipkart,pricetrak
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"#Flipkart Summer Shopping Days- Get Huge Discounts from 29-31st May and 25% Cashback with Phonepe 
https://t.co/WIXnV33KjS",DKaD_
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"iPro IP1042 10400 mAh Power Bank in 599/- (mrp 2799) #Flipkart +25% PhonePe Cashback 
https://t.co/qC20zYwJTO",DKaD_
28-05-2017,0,Chennai,0,Buffer,#Flipkart Summer Shopping Days (29-31 May) | Exciting Offers on Electronics | 10% Cashback with Citi cards.… https://t.co/T7qdeK63Tu,FlashSaleTricks
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Logitech MK240 Wireless Keyboard and Mouse Combo in 1299/- +200/- #PhonePe Cashback #Flipkart 
https://t.co/flQa4tKKdT",DKaD_
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Watches minimum 50% off + 20% #PhonePe Cashback #FlipKart 
https://t.co/m1L9bW0q6d",DKaD_
28-05-2017,0,Chennai,0,Twitter Web Client,#Flipkart Summer Shopping Days (29-31 May) | Super Deals on Smartphones | 10% Cashback with Citi cards.… https://t.co/HeHui1rxKk,FlashSaleTricks
28-05-2017,0,"फ़रीदाबाद, भारत",0,Twitter Web Client,"Samsung Galaxy J3 Pro (Black, 16 GB) (2 GB RAM) in Rs. 7990/- +Extra 10% Cashback Citi Card #Flipkart 
https://t.co/c7XCZNIuom",DKaD_
28-05-2017,0,,0,Hootsuite,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/x4HmaAci4B #3yearsofModiGovt #StarParivaarAwards,m_kashif17
28-05-2017,0,,0,Hootsuite,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/lOnu5WPbXY #3yearsofModiGovt #StarParivaarAwards,m_kashif17
28-05-2017,0,,0,Hootsuite,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/wBftS4NiXe #3yearsofModiGovt #StarParivaarAwards,m_kashif17
28-05-2017,0,,0,Hootsuite,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/py6fGIo36n #3yearsofModiGovt #StarParivaarAwards,m_kashif17
28-05-2017,0,,0,Twitter for Android,"#flipkart summersale starts in 10 mins .

10% cashback upto 2000 #citi cards / 25% cash back with phonepe app

#FlipkartSummerShoppingDays",maadealsonline
28-05-2017,1,,0,Hootsuite,#Designer #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/R5WIvKs6j3 #3yearsofModiGovt #StarParivaarAwards,m_kashif17
28-05-2017,0,,0,SocialPilot.co,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/2qhO3PtFXZ #3yearsofModiGovt #StarParivaarAwards,yumlookup
28-05-2017,0,,0,SocialPilot.co,#Designer  #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/RqCjZT0hVv #3yearsofModiGovt #StarParivaarAwards,yumlookup
28-05-2017,0,,0,SocialPilot.co,#Designer #Handbags on #Flipkart for #Women. Prefect #Gift for your #love https://t.co/xjLTjQ3F5x #3yearsofModiGovt #StarParivaarAwards,yumlookup
28-05-2017,0,,0,fliptrak-node,#deals #Nike FREE SB NANO Running Shoes is selling cheaper by 3% at INR 6369 today https://t.co/BkWqMU1mcB #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Fila SAMUEL Mid Ankle Sneakers is selling cheaper by 10% at INR 1799 today https://t.co/HtwIPVlBLf #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Carme Mid IDP Mid Ankle Sneakers is selling cheaper at INR 2249 today https://t.co/oOKQ8dfXyU #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals #Sony Xperia XA1 (Black, 32 GB) is selling cheaper by 8% at INR 19275 today https://t.co/7vVxZwNTDw #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Streetballer Mid Geo DP Mid Ankle Sneakers is selling cheaper at INR 2399 today https://t.co/bhYT4i0gw6 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men Running Shoes is selling cheaper by 9% at INR 1399 today https://t.co/CbqsuHXAta #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Asics Walking Shoes is selling cheaper at INR 2019 today https://t.co/aDougnPsjH #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals French Connection Solid Men's Polo Neck Blue T-Shirt is selling cheaper by 24% at INR 879 today https://t.co/oXJOEA5cDW #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Nike ZOOM WINFLO 3 Running Shoes is selling cheaper by 11% at INR 5989 today https://t.co/uxmnKvmgJ6 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma El Ace 2 Mid PN II DP Mid Ankle Sneakers is selling cheaper by 11% at INR 1999 today https://t.co/fnXS52iyDf #flipkart,pricetrak
28-05-2017,0,,0,SocialPilot.co,#Designer #Handbags on #Flipkart for #Women. Prefect #Gift your #love https://t.co/AE6M8iaH6Z #3yearsofModiGovt #StarParivaarAwards,yumlookup
28-05-2017,0,,0,fliptrak-node,#deals #Nike ZOOM WINFLO Running Shoes is selling cheaper by 11% at INR 6229 today https://t.co/0zPNr2JUOd #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma ST Trainer Pro IDP Running Shoes is selling cheaper at INR 2919 today https://t.co/iPCCuiI786 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Panasonic SC-NA5GW-K Portable Bluetooth Mobile/Tablet Speaker is selling cheaper at INR 2749 today https://t.co/34YC5uSgCs #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Yonex Voltric 5 G4 Strung is selling cheaper by 2% at INR 2552 today https://t.co/JzDUuVGlvY #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals United Colors of Benetton Men Sneakers is selling cheaper by 4% at INR 1119 today https://t.co/KmfmKdLdwg #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Neo CACITY MID Sneakers is selling cheaper at INR 3899 today https://t.co/WBSrN5WK2N #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Elsu v2 Mid CV IDP Mid Ankle Sneakers is selling cheaper by 14% at INR 1199 today https://t.co/AVKrMQWwy5 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals SAMSUNG Galaxy C9 Pro (Black, 64 GB) is selling cheaper by 3% at INR 33555 today https://t.co/iv0JXsxm19 #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Full Sleeve Solid Men's Sweatshirt is selling cheaper at INR 1249 today https://t.co/mp0e6yBzRW #flipkart,pricetrak
28-05-2017,1,,0,fliptrak-node,#deals #Pepe Jeans Full Sleeve Printed Men's Sweatshirt is selling cheaper at INR 674 today https://t.co/YSXj0rB7KI #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok ATHLETIC RUN 2.0 Running Shoes is selling cheaper at INR 1249 today https://t.co/hpdl9Vnoa6 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok GRAPH FLIP Slippers is selling cheaper at INR 599 today https://t.co/L88l85nhQT #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men black-dark shadow-lime punch Sports Sandals is selling cheaper at INR 899 today https://t.co/LIAwMUhols #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men Peacoat-High Risk Red Sports Sandals is selling cheaper at INR 1099 today https://t.co/cXr3IwNwqA #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Originals KIEL Sneakers is selling cheaper at INR 2499 today https://t.co/EWno3mJXVI #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Harbour Fashion DP Men Running Shoes is selling cheaper at INR 1499 today https://t.co/mmPhKTsgWd #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Haier 270 L Frost Free Double Door Refrigerator is selling cheaper at INR 20799 today https://t.co/E1FnEACcQX #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok ATHLETIC RUN 2.0 Running Shoes is selling cheaper at INR 1249 today https://t.co/74g81Ca57h #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Intex 6.2 kg Semi Automatic Top Load Washing Machine is selling cheaper at INR 6599 today https://t.co/0BkI8O2Po6 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Tom Clancy’s Ghost Recon: Wildlands is selling cheaper at INR 2899 today https://t.co/HcaEtE5imj #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Skybags Backpack is selling cheaper at INR 1196 today https://t.co/8eOh8na1Td #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men Running Shoes is selling cheaper at INR 1399 today https://t.co/WIBRJHlkiq #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Fila WADE Running Shoes is selling cheaper at INR 1119 today https://t.co/aawe5goaUh #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals IFB 7 kg Fully Automatic Front Load Washing Machine is selling cheaper by 5% at INR 34699 today https://t.co/fEXZRUoPYz #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals SAMSUNG 253 L Frost Free Double Door Refrigerator is selling cheaper at INR 20499 today https://t.co/E25KRjPExG #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Whirlpool 300 L Frost Free Triple Door Refrigerator is selling cheaper by 2% at INR 31499 today https://t.co/XQoQu9yHit #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals THE SELECTION SERIES BOX SET is selling cheaper by 4% at INR 500 today https://t.co/LXEFszPFWd #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Zoook zb-rocker m2 Portable Bluetooth Soundbar is selling cheaper at INR 1979 today https://t.co/X7upzii3xO #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Backpack is selling cheaper at INR 1044 today https://t.co/o5lRG3IqqN #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Yacht CVS IDP Boat Shoes is selling cheaper at INR 1479 today https://t.co/tab2GJFbLq #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals DeLonghi Electric Kettle is selling cheaper at INR 7525 today https://t.co/XlkNPoX2KR #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok TRANSIT RUNNER 2.0 Running Shoes is selling cheaper by 9% at INR 1349 today https://t.co/7dWIlEYMlp #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals U.S. Polo Assn. Full Sleeve Solid Men's Sweatshirt is selling cheaper at INR 1279 today https://t.co/3N3QA6v8Nf #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals The Hogwarts Classics Box Set is selling cheaper by 3% at INR 490 today https://t.co/xTC4b96aM8 #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Batman: The Long Halloween is selling cheaper at INR 1251 today https://t.co/rxBoCa4fAz #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Originals ZX FLUX Sneakers is selling cheaper at INR 4939 today https://t.co/dGWlNvEMfQ #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #LG 1 Ton Inverter (3 Star) Split AC White -Flower is selling cheaper at INR 31885 today https://t.co/1Rm1z0OqBn #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Reebok CLASSIC PROTONIUM Sneakers is selling cheaper at INR 1399 today https://t.co/Szy0TsweeE #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Erke Running Shoes is selling cheaper at INR 1739 today https://t.co/6BBwpkpLLp #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Pronto Oxford Expandable  Cabin Luggage - 20 inch is selling cheaper at INR 1645 today https://t.co/80R1DGVoDz #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals HomeTown Mandrin Wallunit Engineered Wood Entertainment Unit is selling cheaper at INR 31237 today https://t.co/CwSxbF4Ces #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals #Apple iPhone 7 Plus (Black, 128 GB) is selling cheaper at INR 66000 today https://t.co/zGq4xue4cZ #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Hitachi 1.5 Ton 5 Star Window AC White is selling cheaper by 2% at INR 28499 today https://t.co/xT1WOwSzkR #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Puma Vectone IDP Running Shoes is selling cheaper at INR 1999 today https://t.co/YW9NT6QbDJ #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Introductory Circuit Analysis 12th  Edition is selling cheaper at INR 392 today https://t.co/fI6knbCPKh #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals HomeTown Vita Blue Engineered Wood 1 Seater Rocking Chairs is selling cheaper at INR 5990 today https://t.co/5OtJhnFQGc #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Printed Men's Round Neck Purple T-Shirt is selling cheaper at INR 2499 today https://t.co/BG38APo76Z #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Printed Men's V-neck Yellow T-Shirt is selling cheaper at INR 1299 today https://t.co/orri1j7dMB #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Printed Men's Henley Blue T-shirt is selling cheaper at INR 1999 today https://t.co/tKxqgq14uI #flipkart,pricetrak
28-05-2017,0,Chennai,0,Buffer,"Samsung Galaxy A9 Pro |Flat ₹ 2,590 Off: Now Rs.29,990. #Flipkart https://t.co/J7AhzShv2j https://t.co/0F04fkxNZe",FlashSaleTricks
28-05-2017,0,,0,fliptrak-node,#deals #Adidas Printed Men's Round Neck Blue T-Shirt is selling cheaper at INR 1549 today https://t.co/FJ6iwPSBfP #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals U.S. Polo Assn. Men's Jacket is selling cheaper by 11% at INR 2599 today https://t.co/X6fhheS2hQ #flipkart,pricetrak
28-05-2017,0,Pune,0,Twitter for Android,"@oneplus where can we get #OnePlusOne Accessories. Looking for an original charger. No luck with either #Amazon or #Flipkart 

#tired",dk7ketak
28-05-2017,0,"Hyderabad, India",0,Deal 70,Best #deal from #Flipkart MRP: Rs 6999.0 Discount: 55.0% Off Buy Price: Rs 3149.0 #buy #online #Hyderabad #India https://t.co/AggW3CJbQS,dealseventy
28-05-2017,0,,0,fliptrak-node,#deals Sein Language is selling cheaper at INR 445 today https://t.co/BZ01dWnLth #flipkart,pricetrak
28-05-2017,0,India,0,Google,#Flipkart Summer Shopping Days Offers (29th - 31st May) https://t.co/FyTyE7JUnf #offers #coupons,couponfunds
28-05-2017,0,"Hyderabad, India",0,Deal 70,Best #deal from #Flipkart MRP: Rs 3250.0 Discount: 50.0% Off Buy Price: Rs 1600.0 #buy #online #Hyderabad #India https://t.co/wzLnRpc9O1,dealseventy
28-05-2017,0,,0,fliptrak-node,#deals The Intelligent Investor is selling cheaper by 23% at INR 284 today https://t.co/hEsXBIBOMZ #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Micromax MMX219W Data Card is selling cheaper at INR 1199 today https://t.co/Vix5YqSnRP #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Whirlpool 300 L Frost Free Triple Door Refrigerator is selling cheaper at INR 31999 today https://t.co/XQoQu9yHit #flipkart,pricetrak
28-05-2017,0,"Hyderabad, India",0,Deal 70,Best #deal from #Flipkart MRP: Rs 1299.0 Discount: 80.0% Off Buy Price: Rs 249.0 #buy #online #Hyderabad #India https://t.co/vSlm06lNpZ,dealseventy
28-05-2017,0,,0,fliptrak-node,"#deals #Apple iPhone 6s Plus (Silver, 32 GB) is selling cheaper at INR 56765 today https://t.co/9bLoZWuUFX #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Romoss PB10 PB 10 Power bank 10000 mAh Power Bank is selling cheaper at INR 939 today https://t.co/l7DIn06pbr #flipkart,pricetrak
28-05-2017,0,Chennai,0,Twitter for Android,Summer Shopping Days (29-31 May)  | Sale starts at midnight | 10% Cashback with Citi Cards.  #Flipkart… https://t.co/ULuEE2r5yW,FlashSaleTricks
28-05-2017,0,India,0,TweetDeck,#Flipkart is running an offer where you can get upto 65% off on Wrist #Watches. Visit https://t.co/HDu8ivfWBI and c… https://t.co/FlKKAv4bNo,Freeecoupon
28-05-2017,0,,0,fliptrak-node,#deals DOEBELIN'S MEASUREMENT SYS 6E 6th  Edition is selling cheaper at INR 559 today https://t.co/YJlpbdiMCm #flipkart,pricetrak
28-05-2017,1,India,0,Twitter Web Client,"@Flipkart 
Im gonna sue you if I don't get 1month of cordless ""use"" after 10hr charge...😁
#Flipkart 
@Philips https://t.co/GEcCZYVHN1",vyshakh99
28-05-2017,0,India,0,Buffer,"Ambrane Li-Po Powerbanks starting at just Rs.399
https://t.co/lDuLww83a3

#Flipkart #Deals #Offers #OnlineDeals",SmartGizmoDeals
28-05-2017,0,,0,fliptrak-node,#deals #Puma Men Blue Wallet is selling cheaper at INR 499 today https://t.co/7X3ZyimwET #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Panasonic 1.5 Ton 3 Star Split AC White is selling cheaper by 32% at INR 18699 today https://t.co/V0qE7MEQlB #flipkart,pricetrak
28-05-2017,0,,1,Twitter for Android,"RT @Zeesh16: Thanks again @backtosunshine 😁
The Thoughts of a Dreamer, Available on #Amazon &amp; #Flipkart 
https://t.co/8ysDOFFRft https://t.…",backtosunshine
28-05-2017,0,,0,fliptrak-node,#deals Mpow Swift Wireless Bluetooth Headset is selling cheaper at INR 953 today https://t.co/Xz5rOsVdue #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Sony DualShock 4 Wireless Controller  Gamepad is selling cheaper at INR 3789 today https://t.co/KIsz9sczvi #flipkart,pricetrak
28-05-2017,0,India,0,Buffer,"Up to 35% OFF on Preethi Home &amp; Kitchen Appliances
https://t.co/31bC50fUJi

#Flipkart #Deals #Offers #OnlineDeals",SmartGizmoDeals
28-05-2017,0,,0,fliptrak-node,#deals Fallout 4 (for PC) is selling cheaper at INR 1249 today https://t.co/F6mVK5xXCl #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals SAMSUNG Galaxy S6 Edge (Gold Platinum, 32 GB) is selling cheaper at INR 33100 today https://t.co/3y9lonVVUH #flipkart",pricetrak
28-05-2017,0,Tresor,0,Twitter Web Client,"What do 10X Cos. like #Google, #Gojek, #Facebook, #Flipkart, #Instagram, #Paypal, #Uber,#Whatsapp etc have in common
https://t.co/ieNWAne114",iSchnappi
28-05-2017,0,"Hyderabad, India",0,Deal 70,Best #deal from #Flipkart MRP: Rs 13999.0 Discount: 20.0% Off Buy Price: Rs 11199.0 #buy #online #Hyderabad #India https://t.co/FEIXHNX29G,dealseventy
28-05-2017,0,United states,0,Twitter for Android,".@Flipkart  delivered counterfeit product, created a return request, they cancelled my account. How pathetic can a company become? #Flipkart",Techsive
28-05-2017,0,,0,fliptrak-node,#deals NIRLON VACCUM FLASK 500 ml Flask is selling cheaper at INR 175 today https://t.co/xRR04ywRSv #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,"#deals SAMSUNG Galaxy C9 Pro (Black, 64 GB) is selling cheaper at INR 34464 today https://t.co/iv0JXsxm19 #flipkart",pricetrak
28-05-2017,0,,0,fliptrak-node,#deals #Dell 18.5 inch HD LED - E1916HV  Monitor is selling cheaper at INR 4999 today https://t.co/FZZhNSUYdu #flipkart,pricetrak
28-05-2017,0,,0,fliptrak-node,#deals Collins GEM Portuguese Dictionary 7 Rev ed Edition is selling cheaper at INR 438 today https://t.co/byxsucUfDP #flipkart,pricetrak
28-05-2017,0,India,0,Buffer,"Vu 98cm (39) Full HD LED TV at just Rs.23999
https://t.co/Wd953PxY4k

#Flipkart #Deals #Offers #OnlineDeals",SmartGizmoDeals
